job_id,arrival_time,arrival_sec,job_runtime,gpu_demand,user,gpu_type,num_inst,num_cpu,hour_of_day,day_of_week,cluster_load_cpu,cluster_load_gpu,active_job_count
1,1970-01-01 00:00:03,3.0,15748.0,0.25,d4d51aca8806,T4,12.0,6.0,0,0,2.0,0.0,1
2,1970-01-01 00:00:05,5.0,84.0,1.0,a8192d6b0ae9,MISC,1.0,6.0,0,0,8.0,0.25,2
3,1970-01-01 00:00:21,21.0,46.0,1.0,c7152ce0fec1,T4,1.0,18.0,0,0,20.0,2.25,4
4,1970-01-01 00:00:21,21.0,80.0,1.0,7b76597f4283,MISC,1.0,6.0,0,0,32.0,2.25,4
5,1970-01-01 00:00:36,36.0,100.0,1.0,7b76597f4283,MISC,1.0,6.0,0,0,36.0,3.25,4
6,1970-01-01 00:00:41,41.0,41382.0,0.25,9cc55781f4a6,T4,1.0,6.0,0,0,42.0,4.25,5
7,1970-01-01 00:00:51,51.0,1825.0,1.0,ecaa161a8367,MISC,1.0,18.0,0,0,56.0,4.5,7
10,1970-01-01 00:01:07,67.0,15740.0,0.25,d4d51aca8806,T4,12.0,6.0,0,0,58.0,4.5,8
11,1970-01-01 00:01:15,75.0,63.0,1.0,a8192d6b0ae9,MISC,1.0,6.0,0,0,64.0,4.75,9
12,1970-01-01 00:01:38,98.0,24.0,1.0,552e00661526,T4,1.0,6.0,0,0,64.0,4.75,9
13,1970-01-01 00:01:39,99.0,54.0,1.0,b13fd7656207,T4,1.0,8.0,0,0,68.0,5.75,9
16,1970-01-01 00:02:23,143.0,105.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,68.0,2.75,8
17,1970-01-01 00:02:32,152.0,508.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,76.0,2.8,9
18,1970-01-01 00:03:30,210.0,527.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,76.0,1.8499999999999996,9
19,1970-01-01 00:03:35,215.0,276.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,84.0,1.8999999999999997,10
21,1970-01-01 00:04:15,255.0,34.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,92.0,1.8999999999999997,11
22,1970-01-01 00:04:17,257.0,37.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,100.0,1.9499999999999997,12
23,1970-01-01 00:04:19,259.0,86.0,0.25,5b1345f03aa1,MISC,1.0,6.0,0,0,106.0,2.9499999999999997,13
25,1970-01-01 00:04:58,298.0,180.0,0.5,f134c9ec05e3,MISC,1.0,6.0,0,0,106.0,2.15,13
26,1970-01-01 00:05:05,305.0,387.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,112.0,2.65,14
27,1970-01-01 00:05:08,308.0,293.0,1.0,0fe7087caa8a,MISC,1.0,6.0,0,0,120.0,2.6999999999999997,15
28,1970-01-01 00:05:12,312.0,16.0,2.0,45bd92802aa9,T4,1.0,6.0,0,0,126.0,3.6999999999999993,16
29,1970-01-01 00:05:14,314.0,58444.0,0.25,de69ddc1064e,MISC,1.0,6.0,0,0,132.0,5.699999999999999,17
30,1970-01-01 00:05:20,320.0,44062.0,0.5,de69ddc1064e,MISC,1.0,6.0,0,0,138.0,5.949999999999999,18
31,1970-01-01 00:05:43,343.0,16.0,1.0,33018f1f6e95,T4,1.0,6.0,0,0,138.0,4.449999999999999,18
32,1970-01-01 00:05:49,349.0,16.0,1.0,4d95fa282778,T4,1.0,6.0,0,0,138.0,5.199999999999999,18
36,1970-01-01 00:05:55,355.0,2101.0,1.0,5b1345f03aa1,MISC,1.0,18.0,0,0,168.0,6.199999999999999,22
38,1970-01-01 00:05:56,356.0,184.0,1.0,7203aa95a9af,MISC,1.0,6.0,0,0,194.0,7.199999999999999,24
39,1970-01-01 00:06:00,360.0,46.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,194.0,7.199999999999999,24
40,1970-01-01 00:06:17,377.0,114.0,1.0,7dd1a2bf0795,T4,1.0,6.0,0,0,194.0,7.199999999999999,24
41,1970-01-01 00:06:37,397.0,1072.0,1.0,df2899e220e8,MISC,1.0,6.0,0,0,200.0,8.2,25
43,1970-01-01 00:06:44,404.0,649.0,1.0,33018f1f6e95,T4,1.0,6.0,0,0,214.0,9.2,27
47,1970-01-01 00:06:57,417.0,555.0,1.0,dca3db6263d5,MISC,1.0,6.0,0,0,238.0,9.2,30
49,1970-01-01 00:07:02,422.0,1634.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,250.0,10.2,32
50,1970-01-01 00:07:03,423.0,903.0,0.25,6c545bed7d03,MISC,30.0,4.0,0,0,258.0,10.25,33
51,1970-01-01 00:07:23,443.0,53.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,262.0,10.5,34
52,1970-01-01 00:07:29,449.0,407.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,268.0,11.5,35
53,1970-01-01 00:07:31,451.0,266.0,1.0,45bd92802aa9,T4,1.0,6.0,0,0,276.0,11.55,36
54,1970-01-01 00:07:42,462.0,46.0,0.25,58540f191766,MISC,1.0,6.0,0,0,282.0,12.55,37
55,1970-01-01 00:07:45,465.0,159596.0,1.0,5b1345f03aa1,MISC,1.0,18.0,0,0,306.0,13.8,39
56,1970-01-01 00:07:45,465.0,28609.0,1.0,5b1345f03aa1,MISC,1.0,18.0,0,0,306.0,13.8,39
58,1970-01-01 00:07:49,469.0,17.0,1.0,5b1345f03aa1,MISC,1.0,18.0,0,0,332.0,14.8,41
59,1970-01-01 00:07:50,470.0,2306.0,1.0,5b1345f03aa1,MISC,1.0,18.0,0,0,350.0,15.8,42
61,1970-01-01 00:08:00,480.0,55.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,368.0,16.3,43
62,1970-01-01 00:08:29,509.0,66.0,1.0,42aa9724a88c,MISC,1.0,6.0,0,0,336.0,15.0,40
63,1970-01-01 00:08:29,509.0,1906.0,1.0,a8192d6b0ae9,MISC,1.0,6.0,0,0,336.0,15.0,40
64,1970-01-01 00:08:39,519.0,54.0,1.0,7dd1a2bf0795,T4,1.0,6.0,0,0,342.0,16.0,41
67,1970-01-01 00:08:53,533.0,3163.0,0.1,58540f191766,MISC,1.0,0.1,0,0,364.0,17.0,44
68,1970-01-01 00:08:56,536.0,33.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,358.1,16.1,44
69,1970-01-01 00:09:00,540.0,37.0,1.0,354e3b81c515,MISC,1.0,6.0,0,0,358.1,16.1,44
70,1970-01-01 00:09:09,549.0,15.0,1.0,45bd92802aa9,T4,1.0,6.0,0,0,358.1,17.1,44
71,1970-01-01 00:09:10,550.0,437.0,0.5,c4cbaac9966d,T4,1.0,10.0,0,0,364.1,18.1,45
72,1970-01-01 00:09:14,554.0,85.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,374.1,18.6,46
73,1970-01-01 00:09:17,557.0,226.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,382.1,18.650000000000002,47
74,1970-01-01 00:09:19,559.0,325.0,1.0,1480b75a8c96,T4,1.0,6.0,0,0,390.1,18.700000000000003,48
76,1970-01-01 00:09:36,576.0,31.0,0.25,d4d51aca8806,T4,10.0,6.0,0,0,373.1,15.700000000000003,46
77,1970-01-01 00:09:56,596.0,18.0,1.0,de69ddc1064e,MISC,1.0,6.0,0,0,372.1,14.950000000000003,45
78,1970-01-01 00:10:18,618.0,104.0,1.0,7dd1a2bf0795,T4,1.0,6.0,0,0,360.1,13.700000000000003,43
79,1970-01-01 00:10:46,646.0,25.0,1.0,45bd92802aa9,T4,1.0,6.0,0,0,358.1,14.650000000000002,43
80,1970-01-01 00:10:49,649.0,164.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,364.1,15.650000000000002,44
81,1970-01-01 00:10:56,656.0,392.0,1.0,eea150bdfdd6,MISC,1.0,6.0,0,0,370.1,16.650000000000002,45
82,1970-01-01 00:11:02,662.0,16.0,1.0,45bd92802aa9,T4,1.0,6.0,0,0,368.1,17.6,45
84,1970-01-01 00:11:30,690.0,81.0,1.0,b3bfe9b79bb5,MISC,8.0,4.0,0,0,368.1,16.6,45
85,1970-01-01 00:11:39,699.0,347.0,0.5,c4cbaac9966d,T4,1.0,10.0,0,0,364.1,17.55,45
88,1970-01-01 00:11:47,707.0,6621.0,0.5,b3bfe9b79bb5,MISC,50.0,4.0,0,0,383.1,18.05,48
90,1970-01-01 00:11:55,715.0,522.0,1.0,de69ddc1064e,MISC,1.0,6.0,0,0,395.1,18.55,50
91,1970-01-01 00:11:59,719.0,2317.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,395.1,18.55,50
92,1970-01-01 00:12:00,720.0,74.0,1.0,7dd1a2bf0795,T4,1.0,6.0,0,0,403.1,18.6,51
93,1970-01-01 00:12:13,733.0,4511.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,403.1,18.6,51
94,1970-01-01 00:12:27,747.0,1453.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,411.1,18.650000000000002,52
95,1970-01-01 00:12:27,747.0,5858.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,411.1,18.650000000000002,52
96,1970-01-01 00:12:28,748.0,16.0,1.0,45bd92802aa9,T4,1.0,6.0,0,0,419.1,18.700000000000003,53
97,1970-01-01 00:12:34,754.0,828.0,1.0,27390ef59c1f,T4,1.0,6.0,0,0,425.1,19.700000000000003,54
99,1970-01-01 00:12:38,758.0,8094.0,0.25,792f892e0fad,MISC,28.0,6.0,0,0,439.1,20.700000000000003,56
102,1970-01-01 00:13:00,780.0,64691.0,0.25,de69ddc1064e,MISC,1.0,6.0,0,0,449.1,18.950000000000003,57
103,1970-01-01 00:13:03,783.0,5794.0,0.25,edc10645cc3f,MISC,10.0,6.0,0,0,447.1,19.150000000000002,57
104,1970-01-01 00:13:16,796.0,54.0,0.25,d4d51aca8806,T4,20.0,6.0,0,0,447.1,18.400000000000002,57
105,1970-01-01 00:13:20,800.0,20277.0,1.0,1480b75a8c96,T4,1.0,6.0,0,0,453.1,18.650000000000002,58
106,1970-01-01 00:13:24,804.0,53868.0,2.0,262fbc8b0c98,MISC,2.0,18.0,0,0,459.1,19.650000000000002,59
107,1970-01-01 00:13:46,826.0,54.0,1.0,7dd1a2bf0795,T4,1.0,6.0,0,0,465.1,20.650000000000002,58
108,1970-01-01 00:13:53,833.0,946.0,1.0,45bd92802aa9,T4,1.0,6.0,0,0,471.1,21.650000000000002,59
109,1970-01-01 00:14:06,846.0,80.0,0.25,5b1345f03aa1,MISC,1.0,6.0,0,0,477.1,22.650000000000002,60
111,1970-01-01 00:14:20,860.0,271.0,0.25,b3bfe9b79bb5,MISC,8.0,4.0,0,0,475.1,22.6,60
112,1970-01-01 00:14:24,864.0,33429.0,0.25,de69ddc1064e,MISC,1.0,6.0,0,0,479.1,22.85,61
113,1970-01-01 00:14:39,879.0,16.0,1.0,45bd92802aa9,T4,1.0,6.0,0,0,485.1,23.1,62
114,1970-01-01 00:14:42,882.0,33.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,485.1,23.1,62
117,1970-01-01 00:14:48,888.0,31.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,501.1,23.1,64
119,1970-01-01 00:14:55,895.0,3993.0,1.0,784dbd948d22,T4,1.0,6.0,0,0,507.1,23.1,65
120,1970-01-01 00:14:56,896.0,12468.0,0.25,5b1345f03aa1,MISC,50.0,6.0,0,0,513.1,24.1,66
121,1970-01-01 00:14:59,899.0,35.0,2.0,f14128db0160,MISC,1.0,6.0,0,0,519.1,24.35,67
122,1970-01-01 00:15:12,912.0,2738.0,1.0,272f59587dd6,T4,44.0,18.0,0,0,525.1,26.35,68
123,1970-01-01 00:15:15,915.0,24.0,1.0,1480b75a8c96,T4,1.0,6.0,0,0,537.1,26.35,68
124,1970-01-01 00:15:22,922.0,55.0,1.0,7dd1a2bf0795,T4,1.0,6.0,0,0,537.1,26.35,68
125,1970-01-01 00:15:23,923.0,3665.0,0.05,8136a0371edc,T4,1.0,8.0,0,0,543.1,27.35,69
127,1970-01-01 00:15:45,945.0,1606.0,0.5,6ffa9048390e,MISC,40.0,4.0,0,0,539.1,24.150000000000002,68
129,1970-01-01 00:15:55,955.0,51.0,0.1,58540f191766,MISC,1.0,6.0,0,0,551.1,24.650000000000002,70
130,1970-01-01 00:15:57,957.0,6332.0,0.25,792f892e0fad,MISC,28.0,6.0,0,0,557.1,24.750000000000004,71
131,1970-01-01 00:15:59,959.0,36.0,0.1,58540f191766,MISC,1.0,6.0,0,0,563.1,25.000000000000004,72
133,1970-01-01 00:16:00,960.0,51.0,0.1,58540f191766,MISC,1.0,6.0,0,0,575.1,25.200000000000003,74
132,1970-01-01 00:16:00,960.0,58.0,0.1,58540f191766,MISC,1.0,6.0,0,0,575.1,25.200000000000003,74
134,1970-01-01 00:16:01,961.0,50.0,0.1,58540f191766,MISC,1.0,6.0,0,0,581.1,25.300000000000004,75
135,1970-01-01 00:16:06,966.0,59.0,0.1,58540f191766,MISC,1.0,6.0,0,0,599.1,25.600000000000005,78
136,1970-01-01 00:16:06,966.0,45.0,0.1,58540f191766,MISC,1.0,6.0,0,0,599.1,25.600000000000005,78
137,1970-01-01 00:16:06,966.0,71.0,0.1,58540f191766,MISC,1.0,6.0,0,0,599.1,25.600000000000005,78
138,1970-01-01 00:16:07,967.0,80.0,0.1,58540f191766,MISC,1.0,6.0,0,0,611.1,25.800000000000004,80
139,1970-01-01 00:16:07,967.0,79.0,0.1,58540f191766,MISC,1.0,6.0,0,0,611.1,25.800000000000004,80
140,1970-01-01 00:16:08,968.0,77.0,0.1,58540f191766,MISC,1.0,6.0,0,0,623.1,26.000000000000004,82
141,1970-01-01 00:16:08,968.0,77.0,0.1,58540f191766,MISC,1.0,6.0,0,0,623.1,26.000000000000004,82
142,1970-01-01 00:16:09,969.0,77.0,0.1,58540f191766,MISC,1.0,6.0,0,0,629.1,26.100000000000005,83
146,1970-01-01 00:16:15,975.0,72.0,0.1,58540f191766,MISC,1.0,6.0,0,0,647.1,25.500000000000004,86
145,1970-01-01 00:16:15,975.0,72.0,0.1,58540f191766,MISC,1.0,6.0,0,0,647.1,25.500000000000004,86
144,1970-01-01 00:16:15,975.0,73.0,0.1,58540f191766,MISC,1.0,6.0,0,0,647.1,25.500000000000004,86
143,1970-01-01 00:16:15,975.0,74.0,0.1,58540f191766,MISC,1.0,6.0,0,0,647.1,25.500000000000004,86
147,1970-01-01 00:16:18,978.0,77.0,0.1,58540f191766,MISC,1.0,6.0,0,0,671.1,25.000000000000004,90
148,1970-01-01 00:16:18,978.0,77.0,0.1,58540f191766,MISC,1.0,6.0,0,0,671.1,25.000000000000004,90
149,1970-01-01 00:16:18,978.0,80.0,0.1,58540f191766,MISC,1.0,6.0,0,0,671.1,25.000000000000004,90
150,1970-01-01 00:16:18,978.0,79.0,0.1,58540f191766,MISC,1.0,6.0,0,0,671.1,25.000000000000004,90
151,1970-01-01 00:16:18,978.0,77.0,0.1,58540f191766,MISC,1.0,6.0,0,0,671.1,25.000000000000004,90
152,1970-01-01 00:16:24,984.0,83.0,0.1,58540f191766,MISC,1.0,6.0,0,0,677.1,25.100000000000005,91
155,1970-01-01 00:16:25,985.0,84.0,0.1,58540f191766,MISC,1.0,6.0,0,0,701.1,25.500000000000004,95
156,1970-01-01 00:16:25,985.0,80.0,0.1,58540f191766,MISC,1.0,6.0,0,0,701.1,25.500000000000004,95
153,1970-01-01 00:16:25,985.0,72.0,0.1,58540f191766,MISC,1.0,6.0,0,0,701.1,25.500000000000004,95
154,1970-01-01 00:16:25,985.0,81.0,0.1,58540f191766,MISC,1.0,6.0,0,0,701.1,25.500000000000004,95
157,1970-01-01 00:16:30,990.0,76.0,0.1,58540f191766,MISC,1.0,6.0,0,0,697.1,25.100000000000005,95
158,1970-01-01 00:16:32,992.0,74.0,0.1,58540f191766,MISC,1.0,6.0,0,0,721.1,25.500000000000004,99
159,1970-01-01 00:16:32,992.0,75.0,0.1,58540f191766,MISC,1.0,6.0,0,0,721.1,25.500000000000004,99
160,1970-01-01 00:16:32,992.0,74.0,0.1,58540f191766,MISC,1.0,6.0,0,0,721.1,25.500000000000004,99
161,1970-01-01 00:16:32,992.0,85.0,0.1,58540f191766,MISC,1.0,6.0,0,0,721.1,25.500000000000004,99
162,1970-01-01 00:16:33,993.0,73.0,0.1,58540f191766,MISC,1.0,6.0,0,0,739.1,25.800000000000004,102
163,1970-01-01 00:16:33,993.0,83.0,0.1,58540f191766,MISC,1.0,6.0,0,0,739.1,25.800000000000004,102
164,1970-01-01 00:16:33,993.0,73.0,0.1,58540f191766,MISC,1.0,6.0,0,0,739.1,25.800000000000004,102
165,1970-01-01 00:16:36,996.0,69.0,0.1,58540f191766,MISC,1.0,6.0,0,0,745.1,25.900000000000002,103
166,1970-01-01 00:16:36,996.0,79.0,0.1,58540f191766,MISC,1.0,6.0,0,0,745.1,25.900000000000002,103
167,1970-01-01 00:16:37,997.0,81.0,0.1,58540f191766,MISC,1.0,6.0,0,0,751.1,26.000000000000004,104
168,1970-01-01 00:16:38,998.0,64.0,1.0,7dd1a2bf0795,T4,1.0,6.0,0,0,757.1,26.100000000000005,105
169,1970-01-01 00:16:40,1000.0,77.0,0.1,58540f191766,MISC,1.0,6.0,0,0,763.1,27.100000000000005,106
170,1970-01-01 00:16:43,1003.0,72.0,0.1,58540f191766,MISC,1.0,6.0,0,0,787.1,27.650000000000006,110
171,1970-01-01 00:16:43,1003.0,39813.0,0.25,27390ef59c1f,T4,50.0,6.0,0,0,787.1,27.500000000000007,110
172,1970-01-01 00:16:43,1003.0,83.0,0.1,58540f191766,MISC,1.0,6.0,0,0,787.1,27.650000000000006,110
173,1970-01-01 00:16:43,1003.0,75.0,0.1,58540f191766,MISC,1.0,6.0,0,0,787.1,27.650000000000006,110
174,1970-01-01 00:16:46,1006.0,1107.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,799.1,27.85000000000001,112
175,1970-01-01 00:16:46,1006.0,81.0,0.1,58540f191766,MISC,1.0,6.0,0,0,799.1,28.750000000000007,112
176,1970-01-01 00:16:46,1006.0,80.0,0.1,58540f191766,MISC,1.0,6.0,0,0,799.1,28.750000000000007,112
179,1970-01-01 00:16:50,1010.0,90.0,0.1,58540f191766,MISC,1.0,6.0,0,0,831.1,29.950000000000006,116
180,1970-01-01 00:16:50,1010.0,76.0,0.1,58540f191766,MISC,1.0,6.0,0,0,831.1,29.950000000000006,116
177,1970-01-01 00:16:50,1010.0,202.0,1.0,edc10645cc3f,MISC,8.0,10.0,0,0,827.1,29.050000000000008,116
182,1970-01-01 00:16:51,1011.0,1618.0,0.25,d4d51aca8806,T4,1.0,6.0,0,0,841.1,30.200000000000006,119
184,1970-01-01 00:16:51,1011.0,76.0,0.1,58540f191766,MISC,1.0,6.0,0,0,841.1,30.350000000000005,119
185,1970-01-01 00:16:51,1011.0,74.0,0.1,58540f191766,MISC,1.0,6.0,0,0,841.1,30.350000000000005,119
186,1970-01-01 00:16:51,1011.0,1667.0,0.25,d4d51aca8806,T4,1.0,6.0,0,0,841.1,30.200000000000006,119
188,1970-01-01 00:16:52,1012.0,1557.0,0.25,d4d51aca8806,T4,1.0,6.0,0,0,849.1,30.450000000000006,121
189,1970-01-01 00:16:53,1013.0,1573.0,0.25,d4d51aca8806,T4,10.0,6.0,0,0,855.1,30.700000000000006,122
190,1970-01-01 00:16:54,1014.0,1503.0,0.25,d4d51aca8806,T4,10.0,6.0,0,0,867.1,31.200000000000006,124
191,1970-01-01 00:16:54,1014.0,1482.0,0.25,d4d51aca8806,T4,10.0,6.0,0,0,867.1,31.200000000000006,124
192,1970-01-01 00:16:59,1019.0,16.0,3.0,45bd92802aa9,V100,1.0,6.0,0,0,867.1,31.35000000000001,124
194,1970-01-01 00:17:03,1023.0,46513.0,1.0,f21a4d440a8d,MISC,1.0,12.0,0,0,879.1,34.35000000000001,126
195,1970-01-01 00:17:04,1024.0,405.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,891.1,35.35000000000001,127
196,1970-01-01 00:17:05,1025.0,196.0,0.25,edc10645cc3f,MISC,1.0,6.0,0,0,891.1,36.25000000000001,127
197,1970-01-01 00:17:16,1036.0,4263.0,0.2,58540f191766,MISC,1.0,6.0,0,0,891.1,33.50000000000001,127
198,1970-01-01 00:17:21,1041.0,410.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,891.1,33.60000000000001,127
200,1970-01-01 00:17:32,1052.0,59.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,833.1,32.2,118
201,1970-01-01 00:17:38,1058.0,403.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,797.1,31.6,112
202,1970-01-01 00:17:44,1064.0,30.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,797.1,31.6,112
203,1970-01-01 00:17:47,1067.0,16.0,3.0,45bd92802aa9,V100,1.0,6.0,0,0,738.1,30.61,103
204,1970-01-01 00:17:54,1074.0,1262.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,738.1,33.51,103
205,1970-01-01 00:18:34,1114.0,30.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,637.1,29.099999999999984,86
207,1970-01-01 00:18:35,1115.0,54.0,1.0,7dd1a2bf0795,T4,1.0,6.0,0,0,644.1,29.109999999999985,88
208,1970-01-01 00:18:38,1118.0,1914.0,0.2,3a7b31330ae3,MISC,1.0,2.0,0,0,650.1,30.109999999999985,89
209,1970-01-01 00:18:55,1135.0,15.0,1.0,45bd92802aa9,T4,1.0,6.0,0,0,642.1,30.059999999999985,88
211,1970-01-01 00:19:14,1154.0,417.0,1.0,9abf6bdbc82c,T4,2.0,18.0,0,0,647.1,30.049999999999983,88
212,1970-01-01 00:19:22,1162.0,39.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,665.1,31.049999999999983,89
213,1970-01-01 00:19:30,1170.0,46.0,0.1,58540f191766,MISC,1.0,6.0,0,0,666.1,30.159999999999982,90
214,1970-01-01 00:19:30,1170.0,46.0,0.1,58540f191766,MISC,1.0,6.0,0,0,666.1,30.159999999999982,90
215,1970-01-01 00:19:33,1173.0,2598.0,1.0,45bd92802aa9,T4,1.0,6.0,0,0,672.1,30.259999999999984,91
216,1970-01-01 00:19:56,1196.0,41.0,1.0,05b25af4dd8b,MISC,1.0,6.0,0,0,678.1,31.759999999999984,92
217,1970-01-01 00:19:56,1196.0,20362.0,0.5,27390ef59c1f,T4,8.0,6.0,0,0,678.1,32.259999999999984,92
218,1970-01-01 00:20:10,1210.0,28.0,0.25,5b1345f03aa1,MISC,1.0,6.0,0,0,683.1,32.749999999999986,92
219,1970-01-01 00:20:12,1212.0,86.0,1.0,42aa9724a88c,MISC,1.0,6.0,0,0,679.1,31.999999999999986,92
220,1970-01-01 00:20:18,1218.0,31.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,673.1,32.79999999999998,91
222,1970-01-01 00:20:26,1226.0,1326.0,1.0,7b76597f4283,MISC,1.0,6.0,0,0,676.1,32.80999999999998,93
223,1970-01-01 00:20:26,1226.0,17308.0,0.25,d4d51aca8806,T4,12.0,6.0,0,0,676.1,33.55999999999998,93
224,1970-01-01 00:20:38,1238.0,75.0,1.0,7dd1a2bf0795,T4,1.0,6.0,0,0,664.1,31.55999999999998,91
225,1970-01-01 00:21:00,1260.0,4994.0,1.0,eea150bdfdd6,MISC,1.0,18.0,0,0,667.1,32.54999999999998,90
226,1970-01-01 00:21:05,1265.0,26.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,685.1,33.54999999999998,91
227,1970-01-01 00:21:30,1290.0,374.0,0.5,c4cbaac9966d,T4,1.0,10.0,0,0,672.1,33.55999999999998,90
228,1970-01-01 00:21:45,1305.0,265.0,1.0,18febf35d3a1,MISC,1.0,6.0,0,0,675.1,33.04999999999998,89
229,1970-01-01 00:21:46,1306.0,26.0,0.25,27390ef59c1f,T4,1.0,6.0,0,0,681.1,34.04999999999998,90
230,1970-01-01 00:21:48,1308.0,27.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,687.1,34.29999999999998,91
231,1970-01-01 00:21:56,1316.0,92935.0,1.0,4d95fa282778,T4,1.0,32.0,0,0,682.1,33.30999999999998,91
232,1970-01-01 00:22:05,1325.0,9324.0,1.0,1480b75a8c96,T4,1.0,6.0,0,0,714.1,34.30999999999998,92
234,1970-01-01 00:22:21,1341.0,2508.0,1.0,2cbd33b08024,MISC,20.0,6.0,0,0,701.1,34.79999999999998,89
235,1970-01-01 00:22:32,1352.0,620.0,0.5,c4cbaac9966d,T4,1.0,10.0,0,0,707.1,35.79999999999998,90
236,1970-01-01 00:22:33,1353.0,33.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,717.1,36.29999999999998,91
240,1970-01-01 00:23:20,1400.0,19.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,735.1,36.29999999999998,93
241,1970-01-01 00:23:25,1405.0,68761.0,0.5,de69ddc1064e,MISC,1.0,6.0,0,0,736.1,36.30999999999998,94
242,1970-01-01 00:23:48,1428.0,142.0,0.25,5b1345f03aa1,MISC,1.0,6.0,0,0,741.1,36.79999999999998,94
244,1970-01-01 00:23:59,1439.0,31.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,747.1,37.04999999999998,95
243,1970-01-01 00:23:59,1439.0,60.0,1.0,80f1f7585a7a,MISC,1.0,6.0,0,0,742.1,36.05999999999998,95
245,1970-01-01 00:24:10,1450.0,384.0,0.5,c4cbaac9966d,T4,1.0,10.0,0,0,756.1,37.05999999999998,97
248,1970-01-01 00:24:20,1460.0,1058.0,0.2,b06d8ea37b7a,MISC,8.0,6.0,0,0,766.1,36.55999999999998,98
249,1970-01-01 00:24:48,1488.0,27.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,759.1,34.749999999999986,96
250,1970-01-01 00:24:51,1491.0,110.0,0.5,5b1345f03aa1,MISC,1.0,6.0,0,0,760.1,34.759999999999984,97
252,1970-01-01 00:24:59,1499.0,1920.0,0.2,3a7b31330ae3,MISC,1.0,2.0,0,0,766.1,34.259999999999984,98
254,1970-01-01 00:25:27,1527.0,46.0,1.0,15241d0454ee,T4,4.0,18.0,0,0,775.1,34.44999999999999,99
256,1970-01-01 00:25:31,1531.0,20256.0,0.25,2d415d162cd1,MISC,25.0,6.0,0,0,799.1,35.44999999999999,101
257,1970-01-01 00:25:34,1534.0,76.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,805.1,35.69999999999999,102
259,1970-01-01 00:26:06,1566.0,206.0,1.0,05b25af4dd8b,MISC,1.0,6.0,0,0,814.1,35.70999999999999,104
261,1970-01-01 00:26:47,1607.0,71271.0,0.25,2b48c1b886dc,MISC,50.0,0.5,0,0,734.1,31.959999999999987,96
265,1970-01-01 00:26:59,1619.0,977.0,1.0,cf523ee5a118,MISC,1.0,6.0,0,0,757.6,32.19999999999999,99
266,1970-01-01 00:27:07,1627.0,48.0,0.01,b478b7e54703,MISC,64.0,1.0,0,0,763.6,33.19999999999999,100
267,1970-01-01 00:27:09,1629.0,134.0,1.0,7dd1a2bf0795,T4,1.0,6.0,0,0,756.6,33.20999999999999,100
268,1970-01-01 00:27:16,1636.0,38.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,754.6,34.20999999999999,100
269,1970-01-01 00:27:21,1641.0,64.0,1.0,7dd1a2bf0795,T4,1.0,6.0,0,0,758.6,36.20999999999999,101
270,1970-01-01 00:27:21,1641.0,18.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,758.6,36.20999999999999,101
271,1970-01-01 00:27:24,1644.0,26.0,1.0,5b1345f03aa1,MISC,1.0,6.0,0,0,756.6,37.20999999999999,101
