job_id,arrival_time,arrival_sec,job_runtime,gpu_demand,user,gpu_type,num_inst,num_cpu,cluster_load_cpu,cluster_load_gpu,active_job_count,hour_of_day,day_of_week
1,1970-01-01 00:00:03,0.0,15748.0,0.25,d4d51aca8806,T4,12.0,6.0,0.0,0.0,0,0,3
2,1970-01-01 00:00:05,2.0,84.0,1.0,a8192d6b0ae9,MISC,1.0,6.0,6.0,0.25,1,0,3
3,1970-01-01 00:00:21,18.0,46.0,1.0,c7152ce0fec1,T4,1.0,18.0,18.0,2.25,3,0,3
4,1970-01-01 00:00:21,18.0,80.0,1.0,7b76597f4283,MISC,1.0,6.0,30.0,2.25,3,0,3
5,1970-01-01 00:00:36,33.0,100.0,1.0,7b76597f4283,MISC,1.0,6.0,36.0,3.25,4,0,3
6,1970-01-01 00:00:41,38.0,41382.0,0.25,9cc55781f4a6,T4,1.0,6.0,42.0,4.25,5,0,3
7,1970-01-01 00:00:51,48.0,1825.0,1.0,ecaa161a8367,MISC,1.0,18.0,48.0,4.5,6,0,3
10,1970-01-01 00:01:07,64.0,15740.0,0.25,d4d51aca8806,T4,12.0,6.0,48.0,4.5,6,0,3
11,1970-01-01 00:01:15,72.0,63.0,1.0,a8192d6b0ae9,MISC,1.0,6.0,54.0,4.75,7,0,3
12,1970-01-01 00:01:38,95.0,24.0,1.0,552e00661526,T4,1.0,6.0,54.0,4.75,7,0,3
13,1970-01-01 00:01:39,96.0,54.0,1.0,b13fd7656207,T4,1.0,8.0,60.0,5.75,8,0,3
16,1970-01-01 00:02:23,140.0,105.0,0.05,8136a0371edc,T4,1.0,8.0,44.0,2.75,5,0,3
17,1970-01-01 00:02:32,149.0,508.0,0.05,8136a0371edc,T4,1.0,8.0,52.0,2.8,6,0,3
18,1970-01-01 00:03:30,207.0,527.0,0.05,8136a0371edc,T4,1.0,8.0,52.0,1.8499999999999996,6,0,3
19,1970-01-01 00:03:35,212.0,276.0,0.05,8136a0371edc,T4,1.0,8.0,60.0,1.8999999999999997,7,0,3
21,1970-01-01 00:04:15,252.0,34.0,0.05,8136a0371edc,T4,1.0,8.0,60.0,1.8999999999999997,7,0,3
22,1970-01-01 00:04:17,254.0,37.0,1.0,5b1345f03aa1,MISC,1.0,6.0,68.0,1.9499999999999997,8,0,3
23,1970-01-01 00:04:19,256.0,86.0,0.25,5b1345f03aa1,MISC,1.0,6.0,74.0,2.9499999999999997,9,0,3
25,1970-01-01 00:04:58,295.0,180.0,0.5,f134c9ec05e3,MISC,1.0,6.0,66.0,2.15,8,0,3
26,1970-01-01 00:05:05,302.0,387.0,0.05,8136a0371edc,T4,1.0,8.0,72.0,2.65,9,0,3
27,1970-01-01 00:05:08,305.0,293.0,1.0,0fe7087caa8a,MISC,1.0,6.0,80.0,2.6999999999999997,10,0,3
28,1970-01-01 00:05:12,309.0,16.0,2.0,45bd92802aa9,T4,1.0,6.0,86.0,3.6999999999999993,11,0,3
29,1970-01-01 00:05:14,311.0,58444.0,0.25,de69ddc1064e,MISC,1.0,6.0,92.0,5.699999999999999,12,0,3
30,1970-01-01 00:05:20,317.0,44062.0,0.5,de69ddc1064e,MISC,1.0,6.0,98.0,5.949999999999999,13,0,3
31,1970-01-01 00:05:43,340.0,16.0,1.0,33018f1f6e95,T4,1.0,6.0,98.0,4.449999999999999,13,0,3
32,1970-01-01 00:05:49,346.0,16.0,1.0,4d95fa282778,T4,1.0,6.0,98.0,5.199999999999999,13,0,3
36,1970-01-01 00:05:55,352.0,2101.0,1.0,5b1345f03aa1,MISC,1.0,18.0,104.0,6.199999999999999,14,0,3
38,1970-01-01 00:05:56,353.0,184.0,1.0,7203aa95a9af,MISC,1.0,6.0,122.0,7.199999999999999,15,0,3
39,1970-01-01 00:06:00,357.0,46.0,1.0,5b1345f03aa1,MISC,1.0,6.0,122.0,7.199999999999999,15,0,3
40,1970-01-01 00:06:17,374.0,114.0,1.0,7dd1a2bf0795,T4,1.0,6.0,122.0,7.199999999999999,15,0,3
41,1970-01-01 00:06:37,394.0,1072.0,1.0,df2899e220e8,MISC,1.0,6.0,128.0,8.2,16,0,3
43,1970-01-01 00:06:44,401.0,649.0,1.0,33018f1f6e95,T4,1.0,6.0,134.0,9.2,17,0,3
47,1970-01-01 00:06:57,414.0,555.0,1.0,dca3db6263d5,MISC,1.0,6.0,134.0,9.2,17,0,3
49,1970-01-01 00:07:02,419.0,1634.0,0.05,8136a0371edc,T4,1.0,8.0,140.0,10.2,18,0,3
50,1970-01-01 00:07:03,420.0,903.0,0.25,6c545bed7d03,MISC,30.0,4.0,148.0,10.25,19,0,3
51,1970-01-01 00:07:23,440.0,53.0,1.0,5b1345f03aa1,MISC,1.0,6.0,152.0,10.5,20,0,3
52,1970-01-01 00:07:29,446.0,407.0,0.05,8136a0371edc,T4,1.0,8.0,158.0,11.5,21,0,3
53,1970-01-01 00:07:31,448.0,266.0,1.0,45bd92802aa9,T4,1.0,6.0,166.0,11.55,22,0,3
54,1970-01-01 00:07:42,459.0,46.0,0.25,58540f191766,MISC,1.0,6.0,172.0,12.55,23,0,3
56,1970-01-01 00:07:45,462.0,28609.0,1.0,5b1345f03aa1,MISC,1.0,18.0,196.0,13.8,25,0,3
55,1970-01-01 00:07:45,462.0,159596.0,1.0,5b1345f03aa1,MISC,1.0,18.0,196.0,13.8,25,0,3
58,1970-01-01 00:07:49,466.0,17.0,1.0,5b1345f03aa1,MISC,1.0,18.0,214.0,14.8,26,0,3
59,1970-01-01 00:07:50,467.0,2306.0,1.0,5b1345f03aa1,MISC,1.0,18.0,232.0,15.8,27,0,3
61,1970-01-01 00:08:00,477.0,55.0,1.0,5b1345f03aa1,MISC,1.0,6.0,244.0,16.3,27,0,3
62,1970-01-01 00:08:29,506.0,66.0,1.0,42aa9724a88c,MISC,1.0,6.0,212.0,15.0,24,0,3
63,1970-01-01 00:08:29,506.0,1906.0,1.0,a8192d6b0ae9,MISC,1.0,6.0,212.0,15.0,24,0,3
64,1970-01-01 00:08:39,516.0,54.0,1.0,7dd1a2bf0795,T4,1.0,6.0,218.0,16.0,25,0,3
67,1970-01-01 00:08:53,530.0,3163.0,0.1,58540f191766,MISC,1.0,0.1,224.0,17.0,26,0,3
68,1970-01-01 00:08:56,533.0,33.0,1.0,5b1345f03aa1,MISC,1.0,6.0,218.1,16.1,26,0,3
69,1970-01-01 00:09:00,537.0,37.0,1.0,354e3b81c515,MISC,1.0,6.0,218.1,16.1,26,0,3
70,1970-01-01 00:09:09,546.0,15.0,1.0,45bd92802aa9,T4,1.0,6.0,224.1,17.1,27,0,3
71,1970-01-01 00:09:10,547.0,437.0,0.5,c4cbaac9966d,T4,1.0,10.0,230.1,18.1,28,0,3
72,1970-01-01 00:09:14,551.0,85.0,0.05,8136a0371edc,T4,1.0,8.0,240.1,18.6,29,0,3
73,1970-01-01 00:09:17,554.0,226.0,0.05,8136a0371edc,T4,1.0,8.0,248.10000000000002,18.650000000000002,30,0,3
74,1970-01-01 00:09:19,556.0,325.0,1.0,1480b75a8c96,T4,1.0,6.0,256.1,18.700000000000003,31,0,3
76,1970-01-01 00:09:36,573.0,31.0,0.25,d4d51aca8806,T4,10.0,6.0,238.10000000000002,15.700000000000003,28,0,3
77,1970-01-01 00:09:56,593.0,18.0,1.0,de69ddc1064e,MISC,1.0,6.0,238.10000000000002,14.950000000000003,28,0,3
78,1970-01-01 00:10:18,615.0,104.0,1.0,7dd1a2bf0795,T4,1.0,6.0,226.10000000000002,13.700000000000003,26,0,3
79,1970-01-01 00:10:46,643.0,25.0,1.0,45bd92802aa9,T4,1.0,6.0,224.10000000000002,14.650000000000002,26,0,3
80,1970-01-01 00:10:49,646.0,164.0,1.0,5b1345f03aa1,MISC,1.0,6.0,230.10000000000002,15.650000000000002,27,0,3
81,1970-01-01 00:10:56,653.0,392.0,1.0,eea150bdfdd6,MISC,1.0,6.0,236.10000000000002,16.650000000000002,28,0,3
82,1970-01-01 00:11:02,659.0,16.0,1.0,45bd92802aa9,T4,1.0,6.0,234.10000000000002,17.6,28,0,3
84,1970-01-01 00:11:30,687.0,81.0,1.0,b3bfe9b79bb5,MISC,8.0,4.0,228.10000000000002,16.6,27,0,3
85,1970-01-01 00:11:39,696.0,347.0,0.5,c4cbaac9966d,T4,1.0,10.0,224.10000000000002,17.55,27,0,3
88,1970-01-01 00:11:47,704.0,6621.0,0.5,b3bfe9b79bb5,MISC,50.0,4.0,234.10000000000002,18.05,28,0,3
90,1970-01-01 00:11:55,712.0,522.0,1.0,de69ddc1064e,MISC,1.0,6.0,238.10000000000002,18.55,29,0,3
91,1970-01-01 00:11:59,716.0,2317.0,0.05,8136a0371edc,T4,1.0,8.0,238.10000000000002,18.55,29,0,3
92,1970-01-01 00:12:00,717.0,74.0,1.0,7dd1a2bf0795,T4,1.0,6.0,246.10000000000002,18.6,30,0,3
93,1970-01-01 00:12:13,730.0,4511.0,0.05,8136a0371edc,T4,1.0,8.0,246.10000000000002,18.6,30,0,3
95,1970-01-01 00:12:27,744.0,5858.0,0.05,8136a0371edc,T4,1.0,8.0,254.10000000000002,18.650000000000002,31,0,3
94,1970-01-01 00:12:27,744.0,1453.0,0.05,8136a0371edc,T4,1.0,8.0,254.10000000000002,18.650000000000002,31,0,3
96,1970-01-01 00:12:28,745.0,16.0,1.0,45bd92802aa9,T4,1.0,6.0,262.1,18.700000000000003,32,0,3
97,1970-01-01 00:12:34,751.0,828.0,1.0,27390ef59c1f,T4,1.0,6.0,268.1,19.700000000000003,33,0,3
99,1970-01-01 00:12:38,755.0,8094.0,0.25,792f892e0fad,MISC,28.0,6.0,274.1,20.700000000000003,34,0,3
102,1970-01-01 00:13:00,777.0,64691.0,0.25,de69ddc1064e,MISC,1.0,6.0,270.1,18.950000000000003,33,0,3
103,1970-01-01 00:13:03,780.0,5794.0,0.25,edc10645cc3f,MISC,10.0,6.0,268.1,19.150000000000002,33,0,3
104,1970-01-01 00:13:16,793.0,54.0,0.25,d4d51aca8806,T4,20.0,6.0,268.1,18.400000000000002,33,0,3
105,1970-01-01 00:13:20,797.0,20277.0,1.0,1480b75a8c96,T4,1.0,6.0,274.1,18.650000000000002,34,0,3
106,1970-01-01 00:13:24,801.0,53868.0,2.0,262fbc8b0c98,MISC,2.0,18.0,280.1,19.650000000000002,35,0,3
107,1970-01-01 00:13:46,823.0,54.0,1.0,7dd1a2bf0795,T4,1.0,6.0,292.1,20.650000000000002,35,0,3
108,1970-01-01 00:13:53,830.0,946.0,1.0,45bd92802aa9,T4,1.0,6.0,298.1,21.650000000000002,36,0,3
109,1970-01-01 00:14:06,843.0,80.0,0.25,5b1345f03aa1,MISC,1.0,6.0,304.1,22.650000000000002,37,0,3
111,1970-01-01 00:14:20,857.0,271.0,0.25,b3bfe9b79bb5,MISC,8.0,4.0,296.1,22.6,36,0,3
112,1970-01-01 00:14:24,861.0,33429.0,0.25,de69ddc1064e,MISC,1.0,6.0,300.1,22.85,37,0,3
113,1970-01-01 00:14:39,876.0,16.0,1.0,45bd92802aa9,T4,1.0,6.0,306.1,23.1,38,0,3
114,1970-01-01 00:14:42,879.0,33.0,1.0,5b1345f03aa1,MISC,1.0,6.0,306.1,23.1,38,0,3
117,1970-01-01 00:14:48,885.0,31.0,1.0,5b1345f03aa1,MISC,1.0,6.0,306.1,23.1,38,0,3
119,1970-01-01 00:14:55,892.0,3993.0,1.0,784dbd948d22,T4,1.0,6.0,306.1,23.1,38,0,3
120,1970-01-01 00:14:56,893.0,12468.0,0.25,5b1345f03aa1,MISC,50.0,6.0,312.1,24.1,39,0,3
121,1970-01-01 00:14:59,896.0,35.0,2.0,f14128db0160,MISC,1.0,6.0,318.1,24.35,40,0,3
122,1970-01-01 00:15:12,909.0,2738.0,1.0,272f59587dd6,T4,44.0,18.0,324.1,26.35,41,0,3
123,1970-01-01 00:15:15,912.0,24.0,1.0,1480b75a8c96,T4,1.0,6.0,336.1,26.35,41,0,3
124,1970-01-01 00:15:22,919.0,55.0,1.0,7dd1a2bf0795,T4,1.0,6.0,336.1,26.35,41,0,3
125,1970-01-01 00:15:23,920.0,3665.0,0.05,8136a0371edc,T4,1.0,8.0,342.1,27.35,42,0,3
127,1970-01-01 00:15:45,942.0,1606.0,0.5,6ffa9048390e,MISC,40.0,4.0,332.1,24.150000000000002,40,0,3
129,1970-01-01 00:15:55,952.0,51.0,0.1,58540f191766,MISC,1.0,6.0,336.1,24.650000000000002,41,0,3
130,1970-01-01 00:15:57,954.0,6332.0,0.25,792f892e0fad,MISC,28.0,6.0,342.1,24.750000000000004,42,0,3
131,1970-01-01 00:15:59,956.0,36.0,0.1,58540f191766,MISC,1.0,6.0,348.1,25.000000000000004,43,0,3
132,1970-01-01 00:16:00,957.0,58.0,0.1,58540f191766,MISC,1.0,6.0,360.1,25.200000000000003,45,0,3
133,1970-01-01 00:16:00,957.0,51.0,0.1,58540f191766,MISC,1.0,6.0,360.1,25.200000000000003,45,0,3
134,1970-01-01 00:16:01,958.0,50.0,0.1,58540f191766,MISC,1.0,6.0,366.1,25.300000000000004,46,0,3
135,1970-01-01 00:16:06,963.0,59.0,0.1,58540f191766,MISC,1.0,6.0,384.1,25.600000000000005,49,0,3
136,1970-01-01 00:16:06,963.0,45.0,0.1,58540f191766,MISC,1.0,6.0,384.1,25.600000000000005,49,0,3
137,1970-01-01 00:16:06,963.0,71.0,0.1,58540f191766,MISC,1.0,6.0,384.1,25.600000000000005,49,0,3
138,1970-01-01 00:16:07,964.0,80.0,0.1,58540f191766,MISC,1.0,6.0,396.1,25.800000000000004,51,0,3
139,1970-01-01 00:16:07,964.0,79.0,0.1,58540f191766,MISC,1.0,6.0,396.1,25.800000000000004,51,0,3
140,1970-01-01 00:16:08,965.0,77.0,0.1,58540f191766,MISC,1.0,6.0,408.1,26.000000000000004,53,0,3
141,1970-01-01 00:16:08,965.0,77.0,0.1,58540f191766,MISC,1.0,6.0,408.1,26.000000000000004,53,0,3
142,1970-01-01 00:16:09,966.0,77.0,0.1,58540f191766,MISC,1.0,6.0,414.1,26.100000000000005,54,0,3
146,1970-01-01 00:16:15,972.0,72.0,0.1,58540f191766,MISC,1.0,6.0,432.1,25.500000000000004,57,0,3
145,1970-01-01 00:16:15,972.0,72.0,0.1,58540f191766,MISC,1.0,6.0,432.1,25.500000000000004,57,0,3
144,1970-01-01 00:16:15,972.0,73.0,0.1,58540f191766,MISC,1.0,6.0,432.1,25.500000000000004,57,0,3
143,1970-01-01 00:16:15,972.0,74.0,0.1,58540f191766,MISC,1.0,6.0,432.1,25.500000000000004,57,0,3
147,1970-01-01 00:16:18,975.0,77.0,0.1,58540f191766,MISC,1.0,6.0,456.1,25.000000000000004,61,0,3
148,1970-01-01 00:16:18,975.0,77.0,0.1,58540f191766,MISC,1.0,6.0,456.1,25.000000000000004,61,0,3
149,1970-01-01 00:16:18,975.0,80.0,0.1,58540f191766,MISC,1.0,6.0,456.1,25.000000000000004,61,0,3
150,1970-01-01 00:16:18,975.0,79.0,0.1,58540f191766,MISC,1.0,6.0,456.1,25.000000000000004,61,0,3
151,1970-01-01 00:16:18,975.0,77.0,0.1,58540f191766,MISC,1.0,6.0,456.1,25.000000000000004,61,0,3
152,1970-01-01 00:16:24,981.0,83.0,0.1,58540f191766,MISC,1.0,6.0,462.1,25.100000000000005,62,0,3
156,1970-01-01 00:16:25,982.0,80.0,0.1,58540f191766,MISC,1.0,6.0,486.1,25.500000000000004,66,0,3
155,1970-01-01 00:16:25,982.0,84.0,0.1,58540f191766,MISC,1.0,6.0,486.1,25.500000000000004,66,0,3
153,1970-01-01 00:16:25,982.0,72.0,0.1,58540f191766,MISC,1.0,6.0,486.1,25.500000000000004,66,0,3
154,1970-01-01 00:16:25,982.0,81.0,0.1,58540f191766,MISC,1.0,6.0,486.1,25.500000000000004,66,0,3
157,1970-01-01 00:16:30,987.0,76.0,0.1,58540f191766,MISC,1.0,6.0,482.1,25.100000000000005,66,0,3
158,1970-01-01 00:16:32,989.0,74.0,0.1,58540f191766,MISC,1.0,6.0,506.1,25.500000000000004,70,0,3
159,1970-01-01 00:16:32,989.0,75.0,0.1,58540f191766,MISC,1.0,6.0,506.1,25.500000000000004,70,0,3
160,1970-01-01 00:16:32,989.0,74.0,0.1,58540f191766,MISC,1.0,6.0,506.1,25.500000000000004,70,0,3
161,1970-01-01 00:16:32,989.0,85.0,0.1,58540f191766,MISC,1.0,6.0,506.1,25.500000000000004,70,0,3
162,1970-01-01 00:16:33,990.0,73.0,0.1,58540f191766,MISC,1.0,6.0,524.1,25.800000000000004,73,0,3
163,1970-01-01 00:16:33,990.0,83.0,0.1,58540f191766,MISC,1.0,6.0,524.1,25.800000000000004,73,0,3
164,1970-01-01 00:16:33,990.0,73.0,0.1,58540f191766,MISC,1.0,6.0,524.1,25.800000000000004,73,0,3
166,1970-01-01 00:16:36,993.0,79.0,0.1,58540f191766,MISC,1.0,6.0,530.1,25.900000000000002,74,0,3
165,1970-01-01 00:16:36,993.0,69.0,0.1,58540f191766,MISC,1.0,6.0,530.1,25.900000000000002,74,0,3
167,1970-01-01 00:16:37,994.0,81.0,0.1,58540f191766,MISC,1.0,6.0,536.1,26.000000000000004,75,0,3
168,1970-01-01 00:16:38,995.0,64.0,1.0,7dd1a2bf0795,T4,1.0,6.0,542.1,26.100000000000005,76,0,3
169,1970-01-01 00:16:40,997.0,77.0,0.1,58540f191766,MISC,1.0,6.0,548.1,27.100000000000005,77,0,3
170,1970-01-01 00:16:43,1000.0,72.0,0.1,58540f191766,MISC,1.0,6.0,572.1,27.650000000000006,81,0,3
171,1970-01-01 00:16:43,1000.0,39813.0,0.25,27390ef59c1f,T4,50.0,6.0,572.1,27.500000000000007,81,0,3
172,1970-01-01 00:16:43,1000.0,83.0,0.1,58540f191766,MISC,1.0,6.0,572.1,27.650000000000006,81,0,3
173,1970-01-01 00:16:43,1000.0,75.0,0.1,58540f191766,MISC,1.0,6.0,572.1,27.650000000000006,81,0,3
176,1970-01-01 00:16:46,1003.0,80.0,0.1,58540f191766,MISC,1.0,6.0,584.1,28.750000000000007,83,0,3
174,1970-01-01 00:16:46,1003.0,1107.0,1.0,5b1345f03aa1,MISC,1.0,6.0,584.1,27.85000000000001,83,0,3
175,1970-01-01 00:16:46,1003.0,81.0,0.1,58540f191766,MISC,1.0,6.0,584.1,28.750000000000007,83,0,3
177,1970-01-01 00:16:50,1007.0,202.0,1.0,edc10645cc3f,MISC,8.0,10.0,602.1,29.050000000000008,86,0,3
179,1970-01-01 00:16:50,1007.0,90.0,0.1,58540f191766,MISC,1.0,6.0,606.1,29.950000000000006,86,0,3
180,1970-01-01 00:16:50,1007.0,76.0,0.1,58540f191766,MISC,1.0,6.0,606.1,29.950000000000006,86,0,3
182,1970-01-01 00:16:51,1008.0,1618.0,0.25,d4d51aca8806,T4,1.0,6.0,612.1,30.200000000000006,87,0,3
184,1970-01-01 00:16:51,1008.0,76.0,0.1,58540f191766,MISC,1.0,6.0,612.1,30.350000000000005,87,0,3
185,1970-01-01 00:16:51,1008.0,74.0,0.1,58540f191766,MISC,1.0,6.0,612.1,30.350000000000005,87,0,3
186,1970-01-01 00:16:51,1008.0,1667.0,0.25,d4d51aca8806,T4,1.0,6.0,612.1,30.200000000000006,87,0,3
188,1970-01-01 00:16:52,1009.0,1557.0,0.25,d4d51aca8806,T4,1.0,6.0,618.1,30.450000000000006,88,0,3
189,1970-01-01 00:16:53,1010.0,1573.0,0.25,d4d51aca8806,T4,10.0,6.0,624.1,30.700000000000006,89,0,3
190,1970-01-01 00:16:54,1011.0,1503.0,0.25,d4d51aca8806,T4,10.0,6.0,636.1,31.200000000000006,91,0,3
191,1970-01-01 00:16:54,1011.0,1482.0,0.25,d4d51aca8806,T4,10.0,6.0,636.1,31.200000000000006,91,0,3
192,1970-01-01 00:16:59,1016.0,16.0,3.0,45bd92802aa9,V100,1.0,6.0,636.1,31.35000000000001,91,0,3
194,1970-01-01 00:17:03,1020.0,46513.0,1.0,f21a4d440a8d,MISC,1.0,12.0,642.1,34.35000000000001,92,0,3
195,1970-01-01 00:17:04,1021.0,405.0,1.0,5b1345f03aa1,MISC,1.0,6.0,654.1,35.35000000000001,93,0,3
196,1970-01-01 00:17:05,1022.0,196.0,0.25,edc10645cc3f,MISC,1.0,6.0,654.1,36.25000000000001,93,0,3
197,1970-01-01 00:17:16,1033.0,4263.0,0.2,58540f191766,MISC,1.0,6.0,654.1,33.50000000000001,93,0,3
198,1970-01-01 00:17:21,1038.0,410.0,1.0,5b1345f03aa1,MISC,1.0,6.0,654.1,33.60000000000001,93,0,3
200,1970-01-01 00:17:32,1049.0,59.0,1.0,5b1345f03aa1,MISC,1.0,6.0,590.1,32.2,83,0,3
201,1970-01-01 00:17:38,1055.0,403.0,1.0,5b1345f03aa1,MISC,1.0,6.0,554.1,31.6,77,0,3
202,1970-01-01 00:17:44,1061.0,30.0,0.01,b478b7e54703,MISC,64.0,1.0,554.1,31.6,77,0,3
203,1970-01-01 00:17:47,1064.0,16.0,3.0,45bd92802aa9,V100,1.0,6.0,495.1,30.61,68,0,3
204,1970-01-01 00:17:54,1071.0,1262.0,1.0,5b1345f03aa1,MISC,1.0,6.0,495.1,33.51,68,0,3
205,1970-01-01 00:18:34,1111.0,30.0,0.01,b478b7e54703,MISC,64.0,1.0,404.1,29.099999999999984,52,0,3
207,1970-01-01 00:18:35,1112.0,54.0,1.0,7dd1a2bf0795,T4,1.0,6.0,405.1,29.109999999999985,53,0,3
208,1970-01-01 00:18:38,1115.0,1914.0,0.2,3a7b31330ae3,MISC,1.0,2.0,411.1,30.109999999999985,54,0,3
209,1970-01-01 00:18:55,1132.0,15.0,1.0,45bd92802aa9,T4,1.0,6.0,409.1,30.059999999999985,54,0,3
211,1970-01-01 00:19:14,1151.0,417.0,1.0,9abf6bdbc82c,T4,2.0,18.0,408.1,30.049999999999983,53,0,3
212,1970-01-01 00:19:22,1159.0,39.0,0.01,b478b7e54703,MISC,64.0,1.0,426.1,31.049999999999983,54,0,3
213,1970-01-01 00:19:30,1167.0,46.0,0.1,58540f191766,MISC,1.0,6.0,427.1,30.159999999999982,55,0,3
214,1970-01-01 00:19:30,1167.0,46.0,0.1,58540f191766,MISC,1.0,6.0,427.1,30.159999999999982,55,0,3
215,1970-01-01 00:19:33,1170.0,2598.0,1.0,45bd92802aa9,T4,1.0,6.0,433.1,30.259999999999984,56,0,3
216,1970-01-01 00:19:56,1193.0,41.0,1.0,05b25af4dd8b,MISC,1.0,6.0,445.1,31.759999999999984,58,0,3
217,1970-01-01 00:19:56,1193.0,20362.0,0.5,27390ef59c1f,T4,8.0,6.0,445.1,32.259999999999984,58,0,3
218,1970-01-01 00:20:10,1207.0,28.0,0.25,5b1345f03aa1,MISC,1.0,6.0,450.1,32.749999999999986,58,0,3
219,1970-01-01 00:20:12,1209.0,86.0,1.0,42aa9724a88c,MISC,1.0,6.0,446.1,31.999999999999986,58,0,3
220,1970-01-01 00:20:18,1215.0,31.0,0.01,b478b7e54703,MISC,64.0,1.0,440.1,32.79999999999998,57,0,3
223,1970-01-01 00:20:26,1223.0,17308.0,0.25,d4d51aca8806,T4,12.0,6.0,441.1,33.55999999999998,58,0,3
222,1970-01-01 00:20:26,1223.0,1326.0,1.0,7b76597f4283,MISC,1.0,6.0,441.1,32.80999999999998,58,0,3
224,1970-01-01 00:20:38,1235.0,75.0,1.0,7dd1a2bf0795,T4,1.0,6.0,429.1,31.55999999999998,56,0,3
225,1970-01-01 00:21:00,1257.0,4994.0,1.0,eea150bdfdd6,MISC,1.0,18.0,434.1,32.54999999999998,56,0,3
226,1970-01-01 00:21:05,1262.0,26.0,0.01,b478b7e54703,MISC,64.0,1.0,452.1,33.54999999999998,57,0,3
227,1970-01-01 00:21:30,1287.0,374.0,0.5,c4cbaac9966d,T4,1.0,10.0,453.1,33.55999999999998,58,0,3
228,1970-01-01 00:21:45,1302.0,265.0,1.0,18febf35d3a1,MISC,1.0,6.0,456.1,33.04999999999998,57,0,3
229,1970-01-01 00:21:46,1303.0,26.0,0.25,27390ef59c1f,T4,1.0,6.0,462.1,34.04999999999998,58,0,3
230,1970-01-01 00:21:48,1305.0,27.0,0.01,b478b7e54703,MISC,64.0,1.0,468.1,34.29999999999998,59,0,3
231,1970-01-01 00:21:56,1313.0,92935.0,1.0,4d95fa282778,T4,1.0,32.0,463.1,33.30999999999998,59,0,3
232,1970-01-01 00:22:05,1322.0,9324.0,1.0,1480b75a8c96,T4,1.0,6.0,495.1,34.30999999999998,60,0,3
234,1970-01-01 00:22:21,1338.0,2508.0,1.0,2cbd33b08024,MISC,20.0,6.0,490.1,34.79999999999998,58,0,3
235,1970-01-01 00:22:32,1349.0,620.0,0.5,c4cbaac9966d,T4,1.0,10.0,496.1,35.79999999999998,59,0,3
236,1970-01-01 00:22:33,1350.0,33.0,0.01,b478b7e54703,MISC,64.0,1.0,506.1,36.29999999999998,60,0,3
240,1970-01-01 00:23:20,1397.0,19.0,0.01,b478b7e54703,MISC,64.0,1.0,506.1,36.29999999999998,60,0,3
241,1970-01-01 00:23:25,1402.0,68761.0,0.5,de69ddc1064e,MISC,1.0,6.0,507.1,36.30999999999998,61,0,3
242,1970-01-01 00:23:48,1425.0,142.0,0.25,5b1345f03aa1,MISC,1.0,6.0,512.1,36.79999999999998,61,0,3
243,1970-01-01 00:23:59,1436.0,60.0,1.0,80f1f7585a7a,MISC,1.0,6.0,513.1,36.05999999999998,62,0,3
244,1970-01-01 00:23:59,1436.0,31.0,0.01,b478b7e54703,MISC,64.0,1.0,518.1,37.04999999999998,62,0,3
245,1970-01-01 00:24:10,1447.0,384.0,0.5,c4cbaac9966d,T4,1.0,10.0,519.1,37.05999999999998,63,0,3
248,1970-01-01 00:24:20,1457.0,1058.0,0.2,b06d8ea37b7a,MISC,8.0,6.0,523.1,36.55999999999998,63,0,3
249,1970-01-01 00:24:48,1485.0,27.0,0.01,b478b7e54703,MISC,64.0,1.0,516.1,34.749999999999986,61,0,3
250,1970-01-01 00:24:51,1488.0,110.0,0.5,5b1345f03aa1,MISC,1.0,6.0,517.1,34.759999999999984,62,0,3
252,1970-01-01 00:24:59,1496.0,1920.0,0.2,3a7b31330ae3,MISC,1.0,2.0,517.1,34.259999999999984,62,0,3
254,1970-01-01 00:25:27,1524.0,46.0,1.0,15241d0454ee,T4,4.0,18.0,518.1,34.44999999999999,62,0,3
256,1970-01-01 00:25:31,1528.0,20256.0,0.25,2d415d162cd1,MISC,25.0,6.0,536.1,35.44999999999999,63,0,3
257,1970-01-01 00:25:34,1531.0,76.0,0.01,b478b7e54703,MISC,64.0,1.0,542.1,35.69999999999999,64,0,3
259,1970-01-01 00:26:06,1563.0,206.0,1.0,05b25af4dd8b,MISC,1.0,6.0,543.1,35.70999999999999,65,0,3
261,1970-01-01 00:26:47,1604.0,71271.0,0.25,2b48c1b886dc,MISC,50.0,0.5,489.1,31.959999999999987,60,0,3
265,1970-01-01 00:26:59,1616.0,977.0,1.0,cf523ee5a118,MISC,1.0,6.0,488.6,32.19999999999999,60,0,3
266,1970-01-01 00:27:07,1624.0,48.0,0.01,b478b7e54703,MISC,64.0,1.0,494.6,33.19999999999999,61,0,3
267,1970-01-01 00:27:09,1626.0,134.0,1.0,7dd1a2bf0795,T4,1.0,6.0,495.6,33.20999999999999,62,0,3
268,1970-01-01 00:27:16,1633.0,38.0,1.0,5b1345f03aa1,MISC,1.0,6.0,501.6,34.20999999999999,63,0,3
269,1970-01-01 00:27:21,1638.0,64.0,1.0,7dd1a2bf0795,T4,1.0,6.0,513.6,36.20999999999999,65,0,3
270,1970-01-01 00:27:21,1638.0,18.0,1.0,5b1345f03aa1,MISC,1.0,6.0,513.6,36.20999999999999,65,0,3
